NACA 0012
    1.000000       0.000000    
   0.9907330      0.2547612E-02
   0.9771831      0.4418675E-02
   0.9592197      0.6841381E-02
   0.9370284      0.9765376E-02
   0.9122336      0.1294300E-01
   0.8863307      0.1616575E-01
   0.8600367      0.1933950E-01
   0.8336070      0.2243336E-01
   0.8071251      0.2543861E-01
   0.7806194      0.2835285E-01
   0.7541020      0.3117489E-01
   0.7275797      0.3390334E-01
   0.7010580      0.3653606E-01
   0.6745422      0.3907006E-01
   0.6480373      0.4150143E-01
   0.6215487      0.4382528E-01
   0.5950818      0.4603572E-01
   0.5686425      0.4812578E-01
   0.5422369      0.5008743E-01
   0.5158715      0.5191146E-01
   0.4895534      0.5358748E-01
   0.4632906      0.5510378E-01
   0.4370917      0.5644729E-01
   0.4109667      0.5760349E-01
   0.3849270      0.5855620E-01
   0.3589860      0.5928752E-01
   0.3331597      0.5977755E-01
   0.3074674      0.6000423E-01
   0.2819335      0.5994299E-01
   0.2565888      0.5956651E-01
   0.2314743      0.5884433E-01
   0.2066466      0.5774273E-01
   0.1821876      0.5622509E-01
   0.1582243      0.5425389E-01
   0.1349637      0.5179723E-01
   0.1127498      0.4884521E-01
   0.9211672E-01  0.4544163E-01
   0.7373639E-01  0.4171804E-01
   0.5814921E-01  0.3788038E-01
   0.4545476E-01  0.3412318E-01
   0.3531846E-01  0.3055241E-01
   0.2723302E-01  0.2718557E-01
   0.2072852E-01  0.2399132E-01
   0.1544459E-01  0.2092128E-01
   0.1112871E-01  0.1792527E-01
   0.7615302E-02  0.1495764E-01
   0.4805997E-02  0.1198144E-01
   0.2653937E-02  0.8975002E-02
   0.1145685E-02  0.5942789E-02
   0.2734870E-03  0.2925063E-02
   0.3081488E-32  0.2220970E-15
   0.2734870E-03 -0.2925063E-02
   0.1145685E-02 -0.5942789E-02
   0.2653937E-02 -0.8975002E-02
   0.4805997E-02 -0.1198144E-01
   0.7615302E-02 -0.1495764E-01
   0.1112871E-01 -0.1792527E-01
   0.1544459E-01 -0.2092128E-01
   0.2072852E-01 -0.2399132E-01
   0.2723302E-01 -0.2718557E-01
   0.3531846E-01 -0.3055241E-01
   0.4545476E-01 -0.3412318E-01
   0.5814921E-01 -0.3788038E-01
   0.7373639E-01 -0.4171804E-01
   0.9211672E-01 -0.4544163E-01
   0.1127498     -0.4884521E-01
   0.1349637     -0.5179723E-01
   0.1582243     -0.5425389E-01
   0.1821876     -0.5622509E-01
   0.2066466     -0.5774273E-01
   0.2314743     -0.5884433E-01
   0.2565888     -0.5956651E-01
   0.2819335     -0.5994299E-01
   0.3074674     -0.6000423E-01
   0.3331597     -0.5977755E-01
   0.3589860     -0.5928752E-01
   0.3849270     -0.5855620E-01
   0.4109667     -0.5760349E-01
   0.4370917     -0.5644729E-01
   0.4632906     -0.5510378E-01
   0.4895534     -0.5358748E-01
   0.5158715     -0.5191146E-01
   0.5422369     -0.5008743E-01
   0.5686425     -0.4812578E-01
   0.5950818     -0.4603572E-01
   0.6215487     -0.4382528E-01
   0.6480373     -0.4150143E-01
   0.6745422     -0.3907006E-01
   0.7010580     -0.3653606E-01
   0.7275797     -0.3390334E-01
   0.7541020     -0.3117489E-01
   0.7806194     -0.2835285E-01
   0.8071251     -0.2543861E-01
   0.8336070     -0.2243336E-01
   0.8600367     -0.1933950E-01
   0.8863307     -0.1616575E-01
   0.9122336     -0.1294300E-01
   0.9370284     -0.9765376E-02
   0.9592197     -0.6841381E-02
   0.9771831     -0.4418675E-02
   0.9907330     -0.2547612E-02
    1.000000       0.000000    
